role_id,member_id,member_order,relationship_to_reference_adult,partner_member_id,age_years_design,source_age_band,age_band,life_role,routine,comfort,task_flexibility,participation,needs_priority,cost_importance_1_5,grid_importance_1_5,control,trait_basis,weekday_window_status,weekend_window_status
cityrole-0099,m01,1,parent_of_reference_adult,,58,50_59,adult,caregiver,mixed,normal_comfort,rigid,usually_decides,yes,2,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0099,m02,2,reference_adult,,40,30_49,adult,outside_work,out_regular,temp_sensitive,rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0099,m03,3,child,,9,0_17,under18,student,out_regular,temp_tolerant,flexible,usually_joint,yes,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0099,m04,4,child,,5,0_17,under18,preschool,home_regular,normal_comfort,flexible,usually_joint,yes,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0100,m01,1,reference_adult,,52,35_59,adult,not_working,mixed,temp_tolerant,semi_rigid,usually_decides,no,2,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0101,m01,1,parent_of_reference_adult,,57,50_59,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_decides,no,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0101,m02,2,reference_adult,m05,39,30_49,adult,shift,irregular,temp_tolerant,semi_rigid,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0101,m03,3,child,,11,0_17,under18,student,out_regular,normal_comfort,rigid,usually_joint,yes,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0101,m04,4,child,,10,0_17,under18,student,out_regular,temp_sensitive,rigid,usually_joint,yes,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0101,m05,5,spouse,m02,38,30_49,adult,caregiver,mixed,temp_tolerant,flexible,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0102,m01,1,reference_adult,,26,20_34,adult,home_work,home_regular,normal_comfort,flexible,usually_decides,no,5,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0103,m01,1,reference_adult,m02,38,20_59,adult,shift,irregular,temp_tolerant,flexible,usually_decides,no,1,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0103,m02,2,spouse,m01,43,20_59,adult,not_working,mixed,normal_comfort,flexible,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0104,m01,1,parent_of_reference_adult,,57,50_59,adult,caregiver,mixed,temp_sensitive,rigid,usually_decides,yes,5,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0104,m02,2,reference_adult,m04,37,30_49,adult,outside_work,out_regular,temp_tolerant,flexible,usually_joint,no,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0104,m03,3,child,,18,18_29,adult,shift,irregular,normal_comfort,flexible,usually_joint,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0104,m04,4,spouse,m02,37,30_49,adult,not_working,mixed,temp_sensitive,semi_rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0104,m05,5,child,,13,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0104,m06,6,sibling,,39,30_49,adult,caregiver,mixed,normal_comfort,rigid,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0104,m07,7,child,,13,0_17,under18,student,out_regular,temp_sensitive,rigid,usually_joint,yes,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0104,m08,8,sibling,,37,30_49,adult,shift,irregular,temp_tolerant,flexible,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0105,m01,1,reference_adult,,46,35_59,adult,not_working,mixed,normal_comfort,rigid,usually_decides,no,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0105,m02,2,child,,16,0_17,under18,student,out_regular,temp_sensitive,rigid,usually_joint,yes,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0106,m01,1,reference_adult,,51,50_59,adult,outside_work,out_regular,temp_tolerant,semi_rigid,usually_decides,no,2,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0106,m02,2,child,,28,18_29,adult,shift,irregular,normal_comfort,rigid,usually_joint,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0106,m03,3,child,,26,18_59,adult,not_working,mixed,temp_sensitive,rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0107,m01,1,reference_adult,m02,30,20_59,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_decides,no,4,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0107,m02,2,spouse,m01,32,20_59,adult,caregiver,mixed,temp_tolerant,semi_rigid,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0108,m01,1,parent_of_reference_adult,,59,50_59,adult,shift,irregular,normal_comfort,flexible,usually_decides,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0108,m02,2,reference_adult,m04,40,30_49,adult,not_working,mixed,temp_sensitive,semi_rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0108,m03,3,child,,20,18_29,adult,home_work,home_regular,temp_tolerant,semi_rigid,usually_joint,no,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0108,m04,4,spouse,m02,39,30_49,adult,caregiver,mixed,normal_comfort,rigid,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0108,m05,5,child,,17,0_17,under18,student,out_regular,temp_sensitive,rigid,usually_joint,yes,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0109,m01,1,reference_adult,m03,43,35_59,adult,caregiver,mixed,temp_tolerant,flexible,usually_decides,yes,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0109,m02,2,child,,11,0_17,under18,student,out_regular,normal_comfort,flexible,usually_joint,yes,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0109,m03,3,spouse,m01,42,0_59,adult,shift,irregular,temp_sensitive,semi_rigid,usually_joint,no,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0110,m01,1,reference_adult,,78,65_79,older,caregiver,home_regular,temp_sensitive,rigid,usually_decides,no,4,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0110,m02,2,child,,52,20_59,adult,home_work,home_regular,temp_tolerant,flexible,usually_joint,no,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0111,m01,1,reference_adult,m03,36,35_59,adult,outside_work,out_regular,normal_comfort,rigid,usually_decides,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0111,m02,2,child,,11,0_17,under18,student,out_regular,temp_sensitive,rigid,usually_joint,yes,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0111,m03,3,spouse,m01,34,0_59,adult,not_working,mixed,temp_tolerant,flexible,usually_joint,no,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0112,m01,1,reference_adult,,66,65_79,older,home_work,mixed,temp_tolerant,semi_rigid,usually_decides,no,3,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0112,m02,2,child,,37,20_59,adult,caregiver,mixed,normal_comfort,rigid,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0112,m03,3,child,,40,20_59,adult,outside_work,out_regular,temp_sensitive,rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0113,m01,1,reference_adult,,85,80_plus,older,home_work,mixed,temp_sensitive,semi_rigid,usually_decides,no,5,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0114,m01,1,reference_adult,,81,80_plus,older,caregiver,mixed,normal_comfort,flexible,usually_decides,no,1,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0114,m02,2,child,m04,52,20_59,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0114,m03,3,child,,55,20_59,adult,shift,irregular,temp_tolerant,semi_rigid,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0114,m04,4,spouse_of_child,m02,50,20_59,adult,not_working,mixed,normal_comfort,rigid,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0114,m05,5,child,,49,20_59,adult,home_work,home_regular,temp_sensitive,rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0115,m01,1,reference_adult,m02,33,20_59,adult,not_working,mixed,temp_tolerant,flexible,usually_decides,no,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0115,m02,2,spouse,m01,36,20_59,adult,home_work,home_regular,normal_comfort,flexible,usually_joint,no,2,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0116,m01,1,reference_adult,,51,50_59,adult,outside_work,out_regular,temp_sensitive,rigid,usually_decides,no,3,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0116,m02,2,child,m04,20,18_29,adult,shift,irregular,temp_tolerant,flexible,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0116,m03,3,child,,18,18_59,adult,not_working,mixed,normal_comfort,flexible,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0116,m04,4,spouse_of_child,m02,23,18_59,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0117,m01,1,reference_adult,m02,29,20_59,adult,home_work,home_regular,normal_comfort,rigid,usually_decides,no,2,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0117,m02,2,spouse,m01,27,20_59,adult,caregiver,mixed,temp_sensitive,rigid,usually_joint,no,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0118,m01,1,reference_adult,,23,20_34,adult,shift,irregular,temp_tolerant,semi_rigid,usually_decides,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0119,m01,1,reference_adult,m02,65,65_79,older,outside_work,out_regular,temp_sensitive,semi_rigid,usually_decides,no,3,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0119,m02,2,spouse,m01,65,65_79,older,home_work,mixed,temp_tolerant,semi_rigid,usually_joint,no,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0120,m01,1,reference_adult,m02,83,80_plus,older,caregiver,mixed,normal_comfort,flexible,usually_decides,no,4,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0120,m02,2,spouse,m01,80,80_plus,older,home_work,mixed,temp_sensitive,semi_rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0121,m01,1,reference_adult,m02,36,20_59,adult,outside_work,out_regular,temp_tolerant,flexible,usually_decides,no,5,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0121,m02,2,spouse,m01,41,20_59,adult,shift,irregular,normal_comfort,flexible,usually_joint,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0122,m01,1,reference_adult,,56,50_59,adult,home_work,home_regular,temp_sensitive,rigid,usually_decides,no,1,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0122,m02,2,child,,23,18_29,adult,caregiver,mixed,temp_tolerant,flexible,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0122,m03,3,child,,23,18_59,adult,outside_work,out_regular,normal_comfort,flexible,usually_joint,no,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0123,m01,1,reference_adult,,34,20_34,adult,shift,irregular,normal_comfort,rigid,usually_decides,no,1,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0124,m01,1,parent_of_reference_adult,,59,50_59,adult,caregiver,mixed,temp_tolerant,semi_rigid,usually_decides,no,1,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0124,m02,2,reference_adult,m04,40,30_49,adult,outside_work,out_regular,normal_comfort,rigid,usually_joint,no,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0124,m03,3,child,,19,18_29,adult,shift,irregular,temp_sensitive,rigid,usually_joint,no,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0124,m04,4,spouse,m02,43,30_49,adult,not_working,mixed,temp_tolerant,flexible,usually_joint,no,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0125,m01,1,reference_adult,m03,50,35_59,adult,not_working,mixed,temp_sensitive,semi_rigid,usually_decides,no,3,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0125,m02,2,child,,9,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0125,m03,3,spouse,m01,48,0_59,adult,caregiver,mixed,normal_comfort,rigid,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0125,m04,4,child,,5,0_59,under18,preschool,home_regular,temp_sensitive,rigid,usually_joint,yes,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0126,m01,1,reference_adult,,59,35_59,adult,outside_work,out_regular,normal_comfort,flexible,usually_decides,no,4,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0127,m01,1,reference_adult,,71,65_79,older,outside_work,out_regular,temp_tolerant,flexible,usually_decides,no,3,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0127,m02,2,child,m04,46,20_59,adult,caregiver,mixed,normal_comfort,flexible,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0127,m03,3,child,,48,20_59,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0127,m04,4,spouse_of_child,m02,50,20_59,adult,shift,irregular,temp_tolerant,semi_rigid,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0128,m01,1,reference_adult,,22,20_34,adult,shift,irregular,temp_sensitive,rigid,usually_decides,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0129,m01,1,reference_adult,m02,30,20_59,adult,caregiver,mixed,normal_comfort,rigid,usually_decides,no,3,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0129,m02,2,spouse,m01,28,20_59,adult,outside_work,out_regular,temp_sensitive,rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0130,m01,1,reference_adult,,44,35_59,adult,not_working,mixed,temp_tolerant,semi_rigid,usually_decides,no,2,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0131,m01,1,reference_adult,,21,20_34,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_decides,no,3,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0132,m01,1,reference_adult,,81,80_plus,older,caregiver,mixed,normal_comfort,flexible,usually_decides,no,5,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0132,m02,2,child,,51,20_59,adult,caregiver,mixed,temp_sensitive,semi_rigid,usually_joint,no,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0133,m01,1,reference_adult,,21,20_34,adult,shift,irregular,temp_tolerant,flexible,usually_decides,no,1,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0134,m01,1,reference_adult,,28,20_34,adult,caregiver,mixed,temp_sensitive,rigid,usually_decides,no,5,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0135,m01,1,reference_adult,,64,60_64,older,outside_work,out_regular,normal_comfort,rigid,usually_decides,no,1,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0136,m01,1,reference_adult,m02,38,20_59,adult,outside_work,out_regular,temp_tolerant,semi_rigid,usually_decides,no,3,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0136,m02,2,spouse,m01,34,20_59,adult,shift,irregular,normal_comfort,rigid,usually_joint,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0137,m01,1,reference_adult,,23,20_34,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_decides,no,4,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0138,m01,1,reference_adult,m02,60,60_64,older,caregiver,home_regular,normal_comfort,flexible,usually_decides,no,2,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0138,m02,2,spouse,m01,60,60_64,older,outside_work,out_regular,temp_sensitive,semi_rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0139,m01,1,reference_adult,,41,35_59,adult,caregiver,mixed,temp_tolerant,flexible,usually_decides,no,3,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0140,m01,1,reference_adult,,51,50_59,adult,not_working,mixed,temp_sensitive,rigid,usually_decides,no,2,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0140,m02,2,child,m04,20,18_29,adult,home_work,home_regular,temp_tolerant,flexible,usually_joint,no,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0140,m03,3,child,,23,18_59,adult,caregiver,mixed,normal_comfort,flexible,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0140,m04,4,spouse_of_child,m02,23,18_59,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0141,m01,1,reference_adult,m02,30,20_59,adult,outside_work,out_regular,normal_comfort,rigid,usually_decides,no,5,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0141,m02,2,spouse,m01,29,20_59,adult,shift,irregular,temp_sensitive,rigid,usually_joint,no,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0142,m01,1,reference_adult,,52,50_59,adult,home_work,home_regular,temp_tolerant,semi_rigid,usually_decides,no,1,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0142,m02,2,child,,24,18_29,adult,caregiver,mixed,normal_comfort,rigid,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0142,m03,3,child,,22,18_59,adult,outside_work,out_regular,temp_sensitive,rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0143,m01,1,reference_adult,,75,65_79,older,outside_work,out_regular,temp_sensitive,semi_rigid,usually_decides,no,1,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0143,m02,2,child,,44,20_59,adult,not_working,mixed,temp_tolerant,semi_rigid,usually_joint,no,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0144,m01,1,reference_adult,,56,50_59,adult,caregiver,mixed,normal_comfort,flexible,usually_decides,no,5,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0144,m02,2,child,,21,18_29,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0145,m01,1,reference_adult,,20,20_34,adult,not_working,mixed,temp_tolerant,flexible,usually_decides,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
