case_id,role_id,day_index,simulated_calendar_day,city,province,plan_family_id,plan_family_zh,action_contrast_status,contrast_basis,difference_reason_zh,baseline_owned_device_kwh,candidate_owned_device_kwh,baseline_selected_ac_proxy_kwh,candidate_selected_ac_proxy_kwh,baseline_attributable_kwh,candidate_attributable_kwh,candidate_minus_baseline_attributable_kwh,baseline_all_owned_room_24h_mean_c,candidate_all_owned_room_24h_mean_c,simulated_outdoor_min_c,simulated_outdoor_max_c,weather_kind,metric_scope,temperature_scope,feedback_rows
cityrole-0001/day-01,cityrole-0001,1,07-14,南昌市,江西,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.16,34.16,26.60,33.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0174/day-05,cityrole-0174,5,07-18,天津市,天津,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,1.128454,1.044357,1.128454,1.044357,-0.084097,32.39,32.44,21.50,29.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0174/day-06,cityrole-0174,6,07-19,天津市,天津,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,1.558368,1.515274,1.558368,1.515274,-0.043094,32.71,32.77,21.70,33.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0174/day-07,cityrole-0174,7,07-20,天津市,天津,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,1.442555,1.350097,1.442555,1.350097,-0.092458,33.13,33.19,23.80,29.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0174/day-08,cityrole-0174,8,07-21,天津市,天津,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,1.145399,1.061394,1.145399,1.061394,-0.084005,32.33,32.39,21.60,24.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0174/day-09,cityrole-0174,9,07-22,天津市,天津,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,1.243794,1.158981,1.243794,1.158981,-0.084813,32.07,32.13,22.10,29.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0174/day-10,cityrole-0174,10,07-23,天津市,天津,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,1.375781,1.289690,1.375781,1.289690,-0.086091,32.48,32.54,23.20,30.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0175/day-01,cityrole-0175,1,07-14,大连市,辽宁,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.88,18.88,22.70,24.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0175/day-02,cityrole-0175,2,07-15,大连市,辽宁,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.11,19.11,21.70,26.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0175/day-03,cityrole-0175,3,07-16,大连市,辽宁,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,18.85,18.84,20.10,22.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0175/day-04,cityrole-0175,4,07-17,大连市,辽宁,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.47,18.47,20.40,22.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0175/day-05,cityrole-0175,5,07-18,大连市,辽宁,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.76,17.76,19.70,21.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0175/day-06,cityrole-0175,6,07-19,大连市,辽宁,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,18.18,18.18,19.50,24.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0175/day-07,cityrole-0175,7,07-20,大连市,辽宁,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,18.86,18.87,20.70,26.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0175/day-08,cityrole-0175,8,07-21,大连市,辽宁,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.10,19.10,21.40,24.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0175/day-09,cityrole-0175,9,07-22,大连市,辽宁,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.50,18.50,21.00,22.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0175/day-10,cityrole-0175,10,07-23,大连市,辽宁,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,18.85,18.85,21.20,24.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0176/day-01,cityrole-0176,1,07-14,长春市,吉林,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,34.32,34.32,18.60,28.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0176/day-02,cityrole-0176,2,07-15,长春市,吉林,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.52,34.52,19.80,27.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0176/day-03,cityrole-0176,3,07-16,长春市,吉林,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,34.74,34.74,20.60,28.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0176/day-04,cityrole-0176,4,07-17,长春市,吉林,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,34.12,34.13,19.20,23.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0176/day-05,cityrole-0176,5,07-18,长春市,吉林,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,33.69,33.68,18.00,26.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0176/day-06,cityrole-0176,6,07-19,长春市,吉林,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,32.56,32.56,17.10,19.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0176/day-07,cityrole-0176,7,07-20,长春市,吉林,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.32,32.32,18.10,25.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0176/day-08,cityrole-0176,8,07-21,长春市,吉林,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,32.80,32.80,19.30,26.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0176/day-09,cityrole-0176,9,07-22,长春市,吉林,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.23,33.23,21.70,26.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0176/day-10,cityrole-0176,10,07-23,长春市,吉林,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,33.43,33.43,20.40,27.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0177/day-01,cityrole-0177,1,07-14,简阳市,四川,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,2.300000,2.300000,3.029907,3.029907,5.329907,5.329907,0.000000,28.36,28.36,20.80,25.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0177/day-02,cityrole-0177,2,07-15,简阳市,四川,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,4.542387,4.184797,6.842387,6.484797,-0.357590,28.89,28.95,21.70,31.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0177/day-03,cityrole-0177,3,07-16,简阳市,四川,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,5.773969,5.465416,8.073969,7.765416,-0.308553,29.99,30.09,22.80,31.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0177/day-04,cityrole-0177,4,07-17,简阳市,四川,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,4.883527,4.596176,7.183527,6.896176,-0.287351,30.32,30.44,22.80,27.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0177/day-05,cityrole-0177,5,07-18,简阳市,四川,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,4.033955,3.756440,6.333955,6.056440,-0.277515,29.99,30.12,22.40,26.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0177/day-06,cityrole-0177,6,07-19,简阳市,四川,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,5.746444,5.469397,8.046444,7.769397,-0.277047,30.19,30.33,21.80,30.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0177/day-07,cityrole-0177,7,07-20,简阳市,四川,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,6.891394,6.615433,9.191394,8.915433,-0.275961,31.13,31.27,22.20,33.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0177/day-08,cityrole-0177,8,07-21,简阳市,四川,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,7.282620,7.010410,9.582620,9.310410,-0.272210,31.79,31.94,23.00,33.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0177/day-09,cityrole-0177,9,07-22,简阳市,四川,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,7.227960,6.960332,9.527960,9.260332,-0.267628,32.15,32.30,24.00,34.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0177/day-10,cityrole-0177,10,07-23,简阳市,四川,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,7.175524,6.906791,9.475524,9.206791,-0.268733,32.30,32.45,24.40,33.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0178/day-01,cityrole-0178,1,07-14,贵阳市,贵州,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.43,19.43,22.80,28.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0178/day-02,cityrole-0178,2,07-15,贵阳市,贵州,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,19.45,19.45,23.00,28.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0178/day-03,cityrole-0178,3,07-16,贵阳市,贵州,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,0.304323,0.304318,0.304323,0.304318,-0.000005,19.23,19.23,21.70,27.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0178/day-04,cityrole-0178,4,07-17,贵阳市,贵州,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,19.03,19.03,21.10,27.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0178/day-05,cityrole-0178,5,07-18,贵阳市,贵州,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,0.170089,0.170080,0.170089,0.170080,-0.000009,19.16,19.16,21.90,28.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0178/day-06,cityrole-0178,6,07-19,贵阳市,贵州,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,19.35,19.35,21.90,29.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0178/day-07,cityrole-0178,7,07-20,贵阳市,贵州,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,1.800000,1.800000,0.200016,0.200027,2.000016,2.000027,0.000011,19.46,19.46,22.10,29.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0178/day-08,cityrole-0178,8,07-21,贵阳市,贵州,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.49,19.49,22.10,29.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0178/day-09,cityrole-0178,9,07-22,贵阳市,贵州,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,19.55,19.55,22.90,30.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0178/day-10,cityrole-0178,10,07-23,贵阳市,贵州,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,0.267376,0.267388,0.267376,0.267388,0.000012,19.28,19.28,22.10,30.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0179/day-01,cityrole-0179,1,07-14,镇江市,江苏,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,20.80,20.80,28.20,34.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0179/day-02,cityrole-0179,2,07-15,镇江市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,20.76,20.76,27.50,34.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0179/day-03,cityrole-0179,3,07-16,镇江市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,20.73,20.73,28.20,34.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0179/day-04,cityrole-0179,4,07-17,镇江市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,20.38,20.39,26.20,33.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0179/day-05,cityrole-0179,5,07-18,镇江市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,20.20,20.20,26.00,35.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0179/day-06,cityrole-0179,6,07-19,镇江市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,20.70,20.70,27.70,36.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0179/day-07,cityrole-0179,7,07-20,镇江市,江苏,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.89,20.89,28.60,37.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0179/day-08,cityrole-0179,8,07-21,镇江市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,20.75,20.75,27.20,33.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0179/day-09,cityrole-0179,9,07-22,镇江市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,20.49,20.49,26.30,32.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0179/day-10,cityrole-0179,10,07-23,镇江市,江苏,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,20.18,20.18,24.90,32.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0180/day-01,cityrole-0180,1,07-14,兰州市,甘肃,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,10.400000,10.400000,0.000000,0.000000,10.400000,10.400000,0.000000,19.84,19.84,17.90,32.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0180/day-02,cityrole-0180,2,07-15,兰州市,甘肃,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,10.400000,8.750000,0.016451,0.016451,10.416451,8.766451,-1.650000,19.85,19.85,18.70,31.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0180/day-03,cityrole-0180,3,07-16,兰州市,甘肃,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,10.400000,12.050000,0.022231,0.022231,10.422231,12.072231,1.650000,20.02,20.02,21.00,33.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0180/day-04,cityrole-0180,4,07-17,兰州市,甘肃,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,10.400000,8.750000,0.042322,0.042321,10.442322,8.792321,-1.650001,19.94,19.94,21.00,32.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0180/day-05,cityrole-0180,5,07-18,兰州市,甘肃,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,10.400000,12.050000,0.036228,0.036581,10.436228,12.086581,1.650353,19.48,19.48,20.70,29.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0180/day-06,cityrole-0180,6,07-19,兰州市,甘肃,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,10.400000,10.400000,0.000000,0.000000,10.400000,10.400000,0.000000,19.37,19.37,16.80,32.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0180/day-07,cityrole-0180,7,07-20,兰州市,甘肃,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,10.400000,8.750000,0.000000,0.000000,10.400000,8.750000,-1.650000,19.65,19.65,16.70,34.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0180/day-08,cityrole-0180,8,07-21,兰州市,甘肃,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,10.400000,12.050000,0.016855,0.016853,10.416855,12.066853,1.649998,19.81,19.81,19.40,30.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0180/day-09,cityrole-0180,9,07-22,兰州市,甘肃,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,10.400000,10.400000,0.106910,0.107037,10.506910,10.507037,0.000127,19.06,19.06,16.80,27.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0180/day-10,cityrole-0180,10,07-23,兰州市,甘肃,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,10.400000,10.400000,0.030256,0.030247,10.430256,10.430247,-0.000009,19.08,19.08,17.20,31.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0181/day-01,cityrole-0181,1,07-14,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,27.47,27.47,20.80,25.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0181/day-02,cityrole-0181,2,07-15,成都市,四川,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,28.47,28.46,21.70,31.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0181/day-03,cityrole-0181,3,07-16,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,1.800000,1.800000,0.000000,0.000000,1.800000,1.800000,0.000000,30.05,30.04,22.80,31.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0181/day-04,cityrole-0181,4,07-17,成都市,四川,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.45,30.45,22.80,27.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0181/day-05,cityrole-0181,5,07-18,成都市,四川,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,30.10,30.09,22.40,26.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
